District_ID,State_ID,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs
7165,6,2013,0,0,0,0,0,2,1,70,0,0
7181,1,2004,0,0,0,0,0,0,0,0,0,0
597,36,2007,0,0,0,0,0,0,0,4,0,0
3091,3,2010,43,100,18,0,1,17,709,1509,50,1874
4359,17,2013,0,0,0,0,0,0,0,0,0,0
8685,17,2006,0,0,0,0,0,0,0,0,0,0
7331,35,2011,8,10,9,0,0,0,12,0,0,96
2722,23,2009,4,5,1,1,1,0,4,11,0,45
5401,28,2009,0,0,0,0,0,0,2,9,0,0
7985,33,2008,2,1,0,0,0,1,0,73,1,0
5106,4,2003,0,0,0,0,0,0,0,0,0,0
6367,6,2005,0,0,0,0,0,0,0,25,6,0
3378,15,2012,0,1,2,0,0,1,0,0,0,9
1677,28,2003,0,3,0,0,0,0,2,12,0,5
6421,8,2004,0,0,0,0,0,0,1,1,0,0
3913,6,2003,1,0,0,0,0,0,2,3,0,0
4669,22,2009,0,1,0,0,0,0,1,0,0,12
1404,31,2008,0,2,0,0,0,0,13,1,0,20
2461,3,2013,2,3,0,0,0,1,27,9,0,55
7017,19,2008,0,0,0,0,0,0,0,12,0,12
6031,6,2009,0,0,0,0,0,0,0,46,0,0
8520,3,2010,1,0,3,0,0,0,18,35,2,33
4925,8,2012,0,0,0,0,0,0,0,0,0,0
4693,31,2007,0,1,2,0,1,1,12,1,0,141
9807,19,2009,5,1,0,0,0,0,0,33,0,33
9539,17,2004,0,0,0,0,0,0,0,0,0,0
677,20,2005,0,4,0,0,0,0,7,2,0,4
896,23,2003,0,1,0,0,0,0,2,0,0,7
8081,3,2007,5,3,1,0,0,0,5,7,0,26
4771,16,2007,0,0,0,0,0,0,0,5,0,0
3299,36,2008,4,6,0,0,0,1,6,25,0,0
7553,23,2004,1,2,0,0,0,0,0,3,1,0
8989,35,2012,8,7,3,0,0,0,3,68,0,82
9694,31,2011,1,4,5,0,0,1,42,2,0,68
4662,5,2007,0,0,0,0,0,0,0,0,0,0
8504,18,2012,0,0,0,0,0,0,4,1,0,0
7296,19,2002,0,0,0,0,0,0,0,75,4,0
4012,5,2003,0,0,0,0,0,0,0,0,0,0
222,17,2005,0,0,0,0,0,0,0,0,0,0
2580,17,2005,0,0,0,0,0,0,0,0,0,0
1737,3,2007,0,0,0,0,0,1,15,75,1,0
3929,22,2001,1,10,0,0,0,1,18,0,0,70
5094,22,2007,6,11,1,0,2,2,18,0,0,160
4043,5,2012,0,0,0,0,0,0,0,0,0,0
6817,25,2006,0,0,0,0,0,0,0,0,0,0
4158,35,2008,0,0,1,0,0,0,0,0,0,23
9355,33,2009,0,1,0,0,0,0,7,3,0,5
3781,18,2009,0,0,0,0,0,0,0,2,0,0
872,3,2004,2,4,0,0,0,4,45,101,1,40
475,17,2010,0,0,0,0,0,0,0,0,0,0
1174,36,2003,0,0,0,0,0,0,6,6,0,0
4430,8,2001,8,52,8,0,1,0,101,164,1,166
2939,33,2011,0,0,0,0,0,0,0,42,0,0
167,31,2009,2,8,1,0,0,1,5,2,0,110
209,4,2005,0,0,0,0,0,0,0,0,0,0
8113,35,2007,1,4,4,0,0,0,15,0,0,49
3357,35,2005,2,4,4,0,0,0,0,17,0,0
4405,22,2013,3,14,0,0,0,1,6,0,0,42
7190,22,2013,0,1,1,0,0,0,3,0,0,19
9584,22,2007,0,1,0,0,0,0,2,0,0,25
3446,18,2008,1,7,0,0,0,0,45,83,0,30
4369,35,2002,0,1,0,0,0,0,1,20,0,19
6069,35,2012,4,6,5,0,0,1,25,0,0,109
4280,22,2009,3,10,2,0,0,1,5,0,0,58
5420,19,2006,1,0,0,0,0,0,0,50,8,48
8174,37,2006,0,0,0,0,0,0,0,0,0,0
8258,28,2001,2,4,1,0,0,4,57,66,0,0
1461,23,2012,1,1,1,0,0,0,0,1,0,8
5341,35,2004,1,0,0,0,0,0,0,2,0,2
8648,18,2011,0,0,0,0,0,0,0,1,0,1
8401,19,2010,1,0,0,0,0,0,0,75,2,75
2202,16,2007,0,0,0,0,0,0,0,3,0,0
8329,8,2004,0,0,0,0,0,0,0,0,0,0
6024,31,2009,3,9,0,0,0,4,3,0,0,154
6670,24,2006,0,0,0,0,0,0,0,0,0,0
7121,35,2008,5,8,1,0,0,0,6,11,0,51
9797,25,2002,0,0,0,0,0,0,0,0,0,0
8897,5,2013,0,0,0,0,0,0,0,0,0,0
8088,36,2001,1,0,0,0,0,0,0,1,0,0
9555,37,2004,0,0,0,0,0,0,0,0,0,0
202,33,2012,0,0,0,0,0,0,0,0,0,0
1534,14,2010,0,3,3,0,1,0,13,8,0,60
6538,19,2008,1,0,1,0,0,0,27,45,0,45
6548,6,2005,0,0,0,0,0,0,0,0,0,0
4795,33,2012,3,1,0,0,0,2,6,56,0,0
2393,23,2002,0,2,0,0,0,0,0,3,0,0
8437,3,2007,1,3,3,0,0,0,0,69,0,21
5925,17,2009,0,0,0,0,0,0,0,0,0,0
6555,6,2007,0,0,0,0,0,0,0,34,0,0
9452,3,2003,0,2,0,0,0,0,8,59,0,91
9510,20,2001,2,8,0,0,0,0,19,13,0,9
687,22,2013,1,1,0,0,0,0,0,0,0,0
8321,6,2010,0,0,1,0,0,2,25,35,0,7
9505,32,2007,0,0,0,0,0,0,0,0,0,0
7831,20,2006,0,1,0,1,0,0,2,4,0,2
6382,35,2006,5,9,1,0,0,1,5,114,0,53
4225,28,2006,1,1,0,0,0,0,0,37,0,0
7643,22,2011,1,3,0,0,0,0,10,0,0,10
7305,23,2012,0,1,0,0,0,0,0,1,0,2
9527,36,2006,1,0,0,0,0,0,1,0,0,0
6531,24,2002,0,0,0,0,0,0,0,0,0,0
5128,23,2001,1,2,0,0,0,0,1,6,0,5
5523,19,2012,0,0,0,0,0,0,0,59,0,59
2321,5,2005,0,0,0,0,0,0,0,0,0,0
9776,6,2003,0,0,0,0,0,0,16,0,0,0
8313,14,2008,1,2,0,1,1,1,9,0,0,58
3268,14,2003,0,0,0,0,0,0,1,2,0,9
4157,36,2012,0,0,0,0,0,0,2,2,0,0
4797,36,2008,0,1,0,0,0,0,0,10,0,0
8403,22,2003,1,6,0,0,0,0,47,0,0,20
7736,19,2013,3,6,2,0,0,0,37,70,0,22
7863,34,2009,0,0,0,0,0,0,0,0,0,0
2701,36,2009,2,9,2,0,0,0,12,33,0,0
4144,12,2005,0,0,0,0,0,0,0,1,0,0
6003,4,2012,0,0,0,0,0,0,0,0,0,0
8497,30,2007,0,0,0,0,0,0,0,1,0,0
7510,20,2001,0,6,0,0,0,0,21,3,0,20
5487,32,2013,0,0,2,0,1,0,3,0,0,0
4288,35,2013,4,3,14,0,0,1,6,0,0,80
1762,31,2007,1,8,2,0,0,1,0,5,0,98
2734,35,2013,6,12,8,0,0,1,5,0,0,335
6892,35,2012,3,0,2,0,0,0,4,0,0,9
454,19,2012,2,1,0,0,0,0,23,43,0,20
2896,30,2012,1,0,0,0,0,0,4,0,0,0
6707,18,2013,0,0,0,0,0,0,0,10,0,10
1480,3,2007,4,13,3,0,0,1,38,42,0,54
651,18,2010,0,0,1,0,0,0,1,4,0,2
5564,28,2003,1,5,0,0,0,0,0,0,0,20
8534,35,2008,1,9,11,0,1,0,25,0,0,67
2165,23,2007,1,6,0,0,0,0,2,7,0,22
9836,31,2006,1,7,0,0,0,0,0,0,0,133
8522,8,2013,0,1,0,0,0,0,0,0,0,0
2735,35,2005,2,0,0,0,0,1,1,25,0,0
9497,30,2011,0,3,0,0,0,0,0,1,0,2
7605,20,2005,0,2,0,0,0,0,1,0,0,6
8089,35,2010,1,2,0,0,0,0,0,0,0,29
2567,23,2004,0,4,0,0,0,0,0,2,0,1
5331,37,2004,0,0,0,0,0,0,0,0,0,0
1997,14,2012,0,0,0,1,1,0,6,6,0,0
1545,22,2002,3,8,2,0,0,1,22,8,0,162
1646,32,2004,3,1,1,0,0,0,10,0,0,1
6469,14,2010,0,0,0,0,0,0,0,0,0,5
2848,28,2008,0,3,0,0,0,0,2,0,0,2
8615,37,2013,0,0,0,0,0,0,0,0,0,0
8720,26,2012,0,0,0,0,0,0,0,0,0,0
6776,36,2001,0,0,0,0,0,0,0,7,0,3
8770,22,2006,2,15,0,0,0,2,36,0,0,36
340,5,2013,0,0,0,0,0,0,0,0,0,0
6933,12,2013,0,0,0,0,0,0,0,0,0,2
9436,19,2007,0,0,0,0,0,0,0,25,0,0
6293,31,2010,0,4,0,0,0,0,111,4,0,4
884,19,2001,0,0,0,0,0,0,0,32,0,32
1544,31,2008,2,5,0,0,0,0,1,1,0,115
5422,4,2004,0,0,0,0,0,0,0,0,0,0
7626,18,2011,0,0,0,0,0,0,23,23,0,0
2695,14,2008,0,1,0,0,1,0,35,0,0,11
5313,27,2012,0,0,0,0,0,0,0,0,0,0
6098,16,2008,0,0,0,0,0,0,0,0,0,0
2826,22,2005,1,3,0,0,0,1,19,0,0,89
7263,37,2002,0,0,0,0,0,0,0,0,0,0
1634,26,2008,0,0,0,0,0,0,0,0,0,0
8518,14,2013,1,0,0,0,0,0,1,4,0,5
472,31,2010,0,4,3,0,0,0,38,4,0,83
1420,3,2013,3,9,0,0,0,1,26,28,2,112
9684,33,2006,1,2,0,0,0,0,7,7,0,26
1101,35,2007,2,2,0,0,0,2,2,70,0,9
886,22,2008,3,4,0,0,0,0,28,0,0,18
4576,16,2009,0,2,0,0,0,0,0,5,0,0
1560,28,2012,2,4,0,0,0,3,42,167,0,0
5469,35,2002,16,12,2,0,1,4,24,64,0,68
3081,15,2011,1,4,0,0,0,0,0,2,0,2
7883,19,2010,0,0,0,0,0,0,0,7,3,7
3908,16,2010,0,0,0,0,0,0,0,0,0,0
1199,3,2003,2,1,5,1,14,0,59,4,6,37
1638,23,2004,0,0,0,0,0,0,1,6,1,5
3730,23,2008,2,1,1,0,0,0,5,9,0,31
1789,35,2007,2,0,0,0,0,0,10,0,1,53
7633,33,2005,0,0,0,0,0,0,0,0,0,0
5632,19,2013,2,1,0,0,0,0,9,14,0,0
6414,35,2009,0,2,2,0,0,0,1,43,0,17
5238,22,2010,1,2,1,0,0,0,13,0,0,6
1478,19,2007,0,0,0,0,0,0,0,29,0,29
8094,26,2006,0,0,0,0,0,0,0,0,0,0
7577,30,2006,0,0,0,0,0,0,2,17,0,9
5132,37,2004,0,2,0,0,0,0,2,2,0,8
8186,31,2005,0,1,0,0,0,0,10,1,0,13
1203,5,2004,0,0,0,0,0,0,0,0,0,0
5917,6,2013,0,0,0,0,0,0,0,372,0,0
2506,6,2013,2,0,0,0,0,0,3,63,0,0
8946,35,2008,2,2,1,0,0,0,0,0,0,26
3620,37,2004,0,0,0,0,0,0,0,0,0,0
4834,5,2009,0,0,0,0,0,0,0,0,0,0
2223,13,2011,0,0,0,0,0,0,0,2,0,2
1125,22,2013,4,9,3,0,0,0,32,0,0,28
9003,18,2008,0,0,0,0,0,0,3,8,0,1
3540,35,2007,13,12,1,0,1,8,31,0,0,198
7048,19,2013,0,0,0,0,0,0,0,33,0,0
4267,28,2006,0,0,0,0,0,0,0,0,0,1
5164,16,2006,0,0,0,0,0,0,0,0,0,0
302,31,2005,1,3,1,0,1,3,3,2,0,64
1362,28,2003,0,1,0,0,0,1,26,28,0,0
6324,23,2011,1,2,0,1,0,0,2,7,0,32
3525,16,2005,0,1,0,0,0,0,0,1,0,1
550,30,2005,0,0,0,0,0,0,0,1,0,1
4898,17,2005,0,0,0,0,0,0,0,0,1,0
6361,19,2009,1,3,0,0,0,0,0,43,0,44
9451,28,2009,0,0,0,0,0,0,0,0,0,29
2183,33,2004,3,0,0,0,0,0,22,0,50,12
649,6,2010,6,4,5,0,2,0,16,27,0,50
3683,31,2004,1,6,0,0,0,0,2,16,0,38
1240,14,2010,0,1,2,0,0,0,0,1,0,2
1336,6,2010,0,0,0,0,0,0,49,85,0,36
6095,30,2006,0,0,0,0,0,0,0,2,0,5
8378,6,2011,13,6,8,2,2,0,41,97,0,35
3999,19,2007,2,0,1,0,0,0,9,24,0,14
4587,19,2003,2,0,0,0,0,2,36,117,3,78
2005,4,2003,0,0,0,0,0,0,0,0,0,0
985,8,2005,0,9,0,0,0,0,11,1,0,26
2904,33,2005,1,1,0,0,0,0,0,2,4,0
3630,8,2010,8,44,0,0,0,2,11,1,0,205
8367,4,2010,0,0,0,0,0,0,0,0,0,0
4782,37,2007,0,0,0,0,0,0,0,0,0,0
4756,22,2010,0,0,0,0,0,0,0,0,0,0
7401,35,2011,1,5,2,0,0,0,6,0,0,33
6554,10,2013,0,0,0,0,0,0,0,0,0,0
5460,14,2004,0,0,0,0,0,0,2,21,0,22
9267,35,2013,6,5,3,0,0,1,6,0,0,48
9160,37,2007,0,0,0,0,0,0,0,0,0,0
6283,35,2004,4,5,0,0,0,0,4,1,0,9
7094,3,2006,1,8,0,0,0,2,18,110,0,80
8404,31,2008,2,6,1,0,0,0,9,0,0,52
5923,33,2003,0,0,0,0,0,0,0,0,0,0
6810,35,2003,2,1,0,0,0,0,0,5,0,1
2860,28,2005,1,1,1,0,0,1,1,0,0,0
8711,14,2007,0,1,0,0,0,1,0,4,0,0
8086,33,2004,0,1,0,0,0,0,0,8,0,3
2495,16,2009,0,0,0,0,0,0,0,0,0,0
799,23,2012,0,1,0,0,0,0,1,5,0,9
7394,36,2004,0,0,0,0,0,0,0,9,0,0
6094,30,2003,0,0,0,0,0,0,0,1,0,2
1485,3,2010,0,2,0,0,0,0,4,58,0,47
2759,16,2006,0,3,0,0,0,0,0,9,0,11
92,17,2007,0,0,0,0,0,0,0,0,0,0
8099,14,2010,0,0,1,0,0,0,3,5,0,7
8977,31,2013,0,4,6,0,0,0,8,3,0,83
7951,25,2006,0,0,0,0,0,0,0,0,0,0
2594,31,2009,0,3,0,0,0,0,4,0,0,24
7889,23,2003,0,1,0,0,0,0,0,2,0,2
3784,8,2004,0,1,0,0,0,0,3,0,0,2
1898,30,2005,1,0,0,0,0,0,0,0,0,4
6778,35,2013,2,1,1,0,0,0,14,0,0,56
2401,29,2002,0,0,0,0,0,0,0,0,18,0
6442,19,2005,0,1,0,0,0,0,0,0,0,0
533,35,2011,9,7,12,0,0,2,5,0,0,161
2624,6,2006,0,0,0,0,0,0,11,21,0,0
40,5,2003,0,0,0,0,0,0,0,0,0,0
9043,23,2004,0,0,0,0,0,0,0,0,0,1
1513,23,2009,0,1,0,0,0,0,0,6,0,5
2172,37,2013,0,0,0,0,0,0,0,0,0,0
5750,6,2011,0,0,0,0,0,0,0,31,0,31
7645,22,2011,2,14,2,0,0,3,32,0,0,38
4103,5,2010,0,0,0,0,0,0,0,0,0,0
6275,31,2005,7,15,1,0,0,0,22,6,0,180
9667,3,2005,0,3,0,0,0,0,11,14,0,20
9535,14,2012,0,0,0,0,0,0,0,0,0,0
8363,6,2009,0,0,0,0,0,0,0,11,0,0
4791,22,2005,1,1,0,0,0,0,26,0,0,35
4734,23,2009,0,5,1,0,0,0,0,3,1,5
2132,6,2007,1,3,0,0,0,0,0,18,0,0
6419,33,2013,0,0,0,0,0,1,0,47,0,0
7974,8,2002,0,0,0,0,0,0,0,0,0,0
7966,15,2005,1,1,4,0,0,0,0,15,0,5
9678,20,2003,0,1,0,0,0,0,2,9,0,3
7938,23,2008,0,0,0,0,0,0,0,2,1,2
8413,22,2012,1,7,1,0,1,3,13,0,0,167
5803,23,2010,0,1,0,0,0,0,2,9,0,11
2836,28,2006,0,0,0,0,0,0,0,0,0,3
7276,8,2010,0,1,0,0,0,0,1,0,0,5
3925,35,2007,7,2,3,0,0,1,2,23,0,6
469,23,2013,2,1,0,0,0,0,0,1,0,5
1669,5,2010,0,0,0,0,0,0,0,1,0,6
9710,37,2002,0,1,0,0,0,0,0,2,0,1
9287,32,2001,0,0,0,0,0,0,1,0,0,0
848,17,2010,0,0,0,0,0,0,0,0,0,0
9245,20,2011,0,1,1,0,0,1,16,2,0,4
471,35,2012,1,1,4,0,0,2,2,0,0,33
1477,6,2011,0,0,0,0,0,0,0,76,0,0
7855,18,2011,0,1,1,0,0,0,17,30,0,11
7486,4,2002,0,0,0,0,0,0,0,0,0,0
9124,19,2012,0,0,0,0,0,0,0,6,0,0
3795,12,2002,0,0,0,0,0,0,0,0,0,0
7362,4,2010,0,0,0,0,0,0,0,0,0,0
3663,31,2003,0,0,0,0,0,0,1,2,0,113
15,35,2001,5,2,4,0,1,2,1,146,0,0
8884,14,2004,0,1,1,0,0,0,0,2,0,1
9673,23,2010,2,7,1,0,0,0,1,17,4,26
8407,20,2004,0,11,0,0,0,0,19,13,0,19
1150,35,2009,1,5,2,0,0,0,1,37,0,64
3457,33,2006,3,2,0,0,0,0,9,0,45,0
1122,27,2006,3,1,1,0,0,0,0,0,0,0
3173,17,2004,0,0,0,0,0,0,0,0,0,0
7677,28,2001,0,1,0,0,1,1,0,19,0,16
5806,28,2008,0,2,0,0,0,0,0,8,0,6
4193,28,2008,2,2,0,0,0,1,0,3,0,79
7934,13,2009,0,0,0,0,0,0,1,0,0,1
9800,4,2004,0,0,0,0,0,0,0,0,0,0
7696,24,2006,0,0,0,0,0,0,0,0,0,0
8896,6,2003,0,0,0,0,0,0,0,0,0,0
2056,35,2001,1,0,0,0,1,0,0,5,0,3
4847,22,2002,0,1,0,0,0,1,6,23,1,15
7251,18,2008,0,0,0,0,0,0,0,0,0,0
7548,3,2006,0,1,3,0,0,0,15,50,0,27
4914,22,2003,3,8,0,0,2,7,54,0,0,58
2872,37,2005,0,0,0,0,0,0,0,0,0,0
9462,24,2003,0,0,0,0,0,0,0,0,0,0
7434,28,2006,0,1,0,0,0,0,0,6,0,0
2402,35,2004,4,1,1,0,0,0,1,12,0,1
1281,18,2010,0,1,0,0,0,0,1,0,0,0
3637,16,2008,0,0,0,0,0,0,0,1,0,4
7866,15,2004,1,1,0,0,0,0,0,0,0,11
1605,6,2010,1,1,3,0,1,0,12,56,0,0
1055,20,2005,0,1,0,0,0,0,6,4,0,17
2318,33,2013,8,6,1,0,0,0,38,135,0,5
1172,8,2003,0,2,0,0,0,0,0,5,0,18
9184,35,2011,2,1,0,0,0,0,0,21,0,1
3250,30,2010,0,1,0,0,0,0,0,1,0,1
9103,15,2011,0,5,0,0,0,0,2,18,0,30
6968,28,2008,0,2,0,0,0,1,0,56,0,116
4274,37,2003,0,0,0,0,0,0,0,0,0,0
2692,28,2009,0,2,0,0,0,0,2,0,0,7
2017,22,2013,3,15,3,0,0,5,9,0,0,60
6621,35,2006,6,3,3,0,0,1,3,37,0,4
2882,35,2013,1,3,0,0,0,0,0,58,0,9
6082,16,2012,0,0,0,0,0,0,0,3,0,0
9007,27,2008,0,0,0,0,0,0,0,0,0,0
925,22,2011,1,4,0,0,0,0,2,0,0,35
1641,22,2010,1,13,4,0,0,0,3,0,0,28
790,31,2008,2,1,0,0,0,0,4,0,0,31
5466,35,2011,6,6,9,0,0,0,10,0,0,182
5119,18,2012,0,0,0,0,0,0,0,6,0,0
5075,35,2012,2,3,3,0,0,1,2,32,0,23
319,14,2001,0,0,0,0,0,0,0,3,0,3
2564,27,2011,0,0,0,0,0,0,0,0,0,0
3752,25,2002,0,0,0,0,0,0,0,0,0,0
1565,14,2002,0,0,0,0,0,0,0,2,0,1
4708,3,2002,8,12,0,0,0,2,0,64,23,82
8826,17,2003,1,0,0,0,0,0,0,0,0,1
5974,35,2009,0,2,0,0,0,0,2,0,0,31
8824,23,2002,0,0,0,0,0,0,0,0,0,0
5885,22,2010,0,5,0,0,0,0,6,0,0,13
6904,19,2006,0,1,0,0,0,0,0,68,0,2
8554,35,2007,4,1,0,0,0,0,3,2,0,86
1943,14,2011,0,0,1,0,0,0,0,0,0,0
4531,35,2005,2,4,0,0,0,0,2,26,0,5
7071,37,2011,0,0,0,0,0,0,0,0,0,0
407,6,2006,0,0,0,0,0,0,0,16,0,0
7491,5,2013,0,0,0,0,0,0,0,0,0,0
7345,3,2007,1,3,2,0,0,0,32,26,0,104
2523,33,2009,0,0,0,0,0,0,0,45,0,0
476,5,2005,5,4,5,0,2,0,7,0,0,0
1360,17,2003,0,0,0,0,0,0,0,0,0,1
1783,26,2012,0,0,0,0,0,0,0,0,0,0
3776,3,2006,3,1,0,0,0,1,28,81,0,47
2918,28,2004,1,2,0,0,0,2,12,45,0,28
9226,28,2003,0,0,0,0,0,0,0,0,0,32
642,33,2005,0,0,0,0,0,0,0,15,1,0
3423,35,2008,5,4,6,0,0,3,8,36,0,92
4146,23,2011,0,4,0,0,1,0,1,8,0,22
8270,31,2007,0,1,0,0,0,1,0,4,0,113
3652,27,2011,0,0,0,0,0,0,0,0,0,0
7066,22,2012,2,9,3,0,0,1,16,0,0,186
4620,35,2013,2,7,0,0,0,1,0,0,0,185
1037,27,2011,0,0,0,0,0,0,0,0,0,0
1294,20,2010,0,7,0,0,0,0,27,5,0,25
9500,1,2003,0,0,0,0,0,0,0,0,0,0
20,18,2009,0,0,0,0,0,0,4,4,0,0
7867,5,2007,0,0,0,0,0,0,0,0,0,0
9545,30,2002,3,12,1,0,0,0,6,53,2,54
9212,22,2011,1,6,5,0,0,0,21,0,0,190
9318,8,2008,0,0,0,0,0,0,0,0,0,0
6145,1,2002,0,0,0,0,0,0,0,0,0,0
9437,18,2002,0,0,0,0,0,0,0,1,0,1
9805,23,2008,1,3,1,1,0,0,6,8,3,26
5040,24,2007,0,0,0,0,0,0,0,0,0,0
3628,19,2002,0,0,0,0,0,0,0,3,0,0
4206,3,2003,0,1,0,0,0,0,1,12,2,7
1484,28,2004,1,3,0,0,6,3,7,0,0,9
604,8,2013,0,3,0,0,1,0,0,0,0,3
3576,3,2011,3,3,0,0,0,0,20,51,0,44
3967,15,2007,0,2,0,0,0,0,0,9,0,0
9641,35,2002,5,10,0,0,0,0,7,0,0,24
1687,35,2002,2,3,0,0,0,2,1,13,0,3
2245,12,2010,0,0,0,0,0,0,0,0,0,0
2583,12,2010,0,0,0,0,0,0,0,0,0,0
3377,28,2008,0,0,0,0,0,0,0,7,0,0
3425,31,2004,0,2,0,0,0,0,0,53,0,71
9832,25,2004,0,0,0,0,0,0,0,0,0,0
8795,6,2008,0,0,0,0,0,0,0,33,0,0
369,19,2008,0,0,0,0,0,0,0,18,0,18
5934,19,2003,2,1,1,0,0,0,4,42,1,34
8871,28,2004,0,4,0,0,0,0,27,31,0,0
9479,31,2005,3,5,1,0,0,0,117,16,0,30
8890,14,2007,0,1,0,0,0,0,1,0,0,0
438,19,2004,0,0,0,0,0,0,0,9,0,0
4699,33,2012,0,0,0,0,0,0,0,38,0,0
7197,35,2003,0,1,0,0,0,0,0,1,0,0
2108,5,2010,0,0,0,0,0,0,0,0,0,0
187,36,2013,0,0,0,0,0,0,1,1,0,0
2355,18,2013,0,1,0,0,0,0,8,28,0,19
6400,14,2008,2,0,2,0,0,0,6,41,0,11
255,35,2008,1,2,0,0,0,0,1,22,0,10
6694,33,2012,0,0,0,0,0,0,0,22,0,0
7224,30,2002,1,0,0,0,0,0,0,2,0,2
6669,30,2008,0,0,0,0,0,0,0,7,0,0
4456,22,2001,0,0,0,0,0,0,0,0,0,1
819,23,2004,0,3,0,0,0,0,1,8,0,3
9347,36,2013,0,0,0,0,0,0,0,1,0,0
1271,22,2004,4,9,0,0,0,0,25,0,0,120
8857,30,2006,0,0,0,0,0,0,0,3,0,3
8683,35,2011,3,7,9,0,0,2,3,53,0,69
8865,17,2004,0,0,0,0,0,0,0,0,0,0
8961,33,2008,0,0,0,0,0,0,0,0,0,0
7249,33,2003,0,0,0,0,0,0,8,85,0,0
3643,35,2011,2,6,15,0,0,1,25,50,0,111
4080,6,2004,0,0,0,0,0,3,2,40,0,0
1732,15,2006,0,1,1,0,0,0,2,3,0,2
2743,35,2010,7,8,0,0,0,2,25,17,0,53
5365,37,2010,0,0,0,0,0,0,0,0,0,0
3814,4,2011,0,0,0,0,0,0,0,0,0,0
5337,36,2011,0,0,0,0,0,0,1,4,0,0
4085,34,2013,1,0,0,0,0,0,3,0,0,10
3685,17,2012,0,0,0,0,0,0,0,0,0,0
401,30,2007,0,0,0,0,0,0,0,4,0,4
1875,31,2007,1,3,3,0,0,0,13,8,0,26
1921,35,2006,2,2,0,0,0,0,1,59,0,0
5858,14,2012,3,4,1,0,0,0,17,7,0,41
8108,8,2008,2,10,0,0,0,0,4,1,0,55
4712,22,2011,2,8,1,0,0,0,6,0,0,31
4784,28,2005,0,0,0,0,0,0,1,11,0,10
5740,17,2012,0,0,0,0,0,0,0,0,0,0
2109,14,2008,0,2,0,1,2,0,9,34,0,20
9371,35,2002,0,0,0,0,0,1,3,31,0,27
7625,35,2003,1,0,0,0,0,0,0,23,0,0
1942,6,2003,0,0,0,0,0,0,15,11,0,0
114,37,2007,0,0,0,0,0,0,0,0,0,0
4581,23,2008,2,3,1,0,1,2,5,13,3,24
9069,36,2008,1,1,0,0,0,0,0,0,0,0
2677,23,2013,2,5,0,0,0,0,1,2,0,14
6319,27,2004,0,0,0,0,0,0,0,0,0,0
3415,6,2009,8,2,0,0,2,0,3,224,0,5
2971,35,2012,4,8,6,0,0,1,17,0,0,67
5433,22,2007,0,0,0,0,0,0,0,0,0,0
1109,17,2009,0,0,0,0,0,0,0,0,0,0
9720,35,2010,3,4,3,0,0,0,4,29,0,45
6158,35,2012,4,9,16,0,0,1,10,0,0,117
4268,6,2004,6,1,0,1,0,1,4,3,6,0
8024,22,2003,1,2,0,0,0,0,0,0,0,12
2143,35,2005,5,4,0,0,0,0,0,32,0,0
3057,31,2009,4,4,0,0,0,1,2,2,0,99
7162,35,2006,5,5,10,0,0,1,3,46,0,37
1686,16,2008,0,1,0,0,0,0,0,2,0,0
7497,20,2004,0,0,0,0,0,0,2,9,0,3
9763,15,2005,0,3,2,0,0,0,1,1,0,0
6389,3,2007,2,7,0,0,0,0,20,43,0,80
7451,36,2010,0,3,2,0,1,0,4,25,0,0
3805,31,2006,2,1,0,0,0,0,2,3,0,79
4435,17,2002,0,0,0,0,0,0,0,0,0,0
6315,34,2005,0,5,0,0,0,0,14,1,0,18
133,37,2008,0,0,0,0,0,0,0,0,0,0
6728,3,2006,2,1,0,0,0,4,32,183,0,144
971,4,2013,0,0,0,0,0,0,0,0,0,0
7955,24,2013,0,0,0,0,0,0,0,0,0,0
6150,17,2007,0,0,0,0,0,0,0,0,0,0
27,8,2012,0,3,0,0,0,0,1,0,0,3
5511,37,2007,0,0,0,0,0,0,0,0,0,0
9415,22,2012,1,5,0,0,0,0,1,0,0,24
8886,22,2008,0,11,0,0,0,0,4,0,0,33
9768,23,2009,0,10,2,1,0,0,0,17,0,30
5266,22,2010,0,11,2,0,0,1,20,0,0,19
4714,14,2004,0,0,0,0,1,0,1,0,0,0
2730,22,2011,2,2,0,0,0,0,2,0,0,23
3222,6,2004,0,0,0,0,0,1,4,31,0,3
9261,35,2007,5,5,1,0,3,3,8,2,0,88
3689,31,2011,0,1,1,0,0,0,4,2,0,5
7672,6,2002,0,1,0,0,0,0,0,0,0,1
3511,22,2012,0,3,3,0,0,0,8,0,0,11
2911,14,2007,0,2,0,0,1,0,3,14,1,0
4516,12,2007,0,0,0,0,0,0,0,0,0,0
2664,33,2002,4,3,0,0,0,1,14,10,0,33
361,33,2006,4,2,0,0,0,0,1,25,0,0
9725,8,2002,11,64,10,1,0,5,72,77,22,181
5742,27,2013,0,0,0,0,0,0,0,0,0,0
4350,3,2005,0,2,0,0,0,0,2,11,15,1
2654,6,2010,0,0,0,0,0,0,0,62,0,0
1257,35,2012,1,0,3,0,0,0,1,0,0,20
6468,31,2007,1,2,2,0,0,1,46,6,0,90
4503,34,2008,0,0,0,0,0,0,0,0,0,0
3869,12,2006,0,0,0,0,0,0,0,5,0,0
